Name,Knockdown,Significant_Strikes_Landed,Significant_Strikes_Attempted,Significant_Strike_%,Total_Strikes_Landed,Total_Strikes_Attempted,Takedowns_Landed,Takedowns_Attempted,Takedowns_Percent,Submission_Attempts,REV,Control_Time,Head_Landed,Head_Attempted,Body_Landed,Body_Attempted,Leg_Landed,Leg_Attempted,Distance_Landed,Distance_Attempted,Clinch_Landed,Clinch_Attempted,Ground_Landed,Ground_Attempted,Winner
Alan Patrick,0,28,45,62%,91,129,9,15,60%,0,0,746,20,35,5,7,3,3,8,18,3,4,17,23,W
Damir Hadzovic,0,20,25,80%,67,81,0,0,---,1,0,48,5,8,15,17,0,0,6,9,11,12,3,4,L
Maia Stevenson,0,6,11,54%,11,16,1,1,100%,0,0,89,1,6,3,3,2,2,4,9,2,2,0,0,L
Polyana Viana,0,12,18,66%,25,35,1,2,50%,3,1,106,11,16,1,2,0,0,4,8,1,2,7,8,W
Iuri Alcantara,1,17,30,56%,17,30,0,0,---,0,0,6,13,26,3,3,1,1,8,17,1,2,8,11,W
Joe Soto,0,1,2,50%,1,2,0,1,0%,0,0,0,1,1,0,0,0,1,1,2,0,0,0,0,L
Deiveson Figueiredo,1,31,62,50%,44,76,2,2,100%,1,0,363,25,51,6,11,0,0,11,27,0,0,20,35,W
Joseph Morales,0,9,32,28%,11,35,0,1,0%,0,0,0,5,24,2,4,2,4,7,20,0,1,2,11,L
Jacare Souza,1,9,21,42%,9,21,0,1,0%,0,0,4,7,10,2,11,0,0,6,17,1,1,2,3,W
Derek Brunson,0,8,34,23%,8,34,0,0,---,0,0,0,5,28,2,4,1,2,8,34,0,0,0,0,L
Dennis Bermudez,0,103,196,52%,133,227,1,11,9%,0,0,191,56,138,12,21,35,37,91,176,12,20,0,0,L
Andre Fili,0,80,229,34%,93,242,4,12,33%,0,0,50,70,214,5,9,5,6,76,220,4,9,0,0,W
Jordan Rinaldi,0,7,16,43%,7,16,0,0,---,0,0,0,5,14,1,1,1,1,7,16,0,0,0,0,L
Gregor Gillespie,0,34,55,61%,42,63,1,2,50%,0,0,223,31,51,1,2,2,2,5,19,1,1,28,35,W
Drew Dober,0,145,322,45%,161,338,0,6,0%,0,0,25,96,262,34,45,15,15,125,293,15,19,5,10,W
Frank Camacho,0,106,223,47%,148,269,3,3,100%,0,1,184,80,194,26,29,0,0,99,209,6,8,1,6,L
Erik Koch,0,56,146,38%,60,150,1,1,100%,0,1,116,45,129,7,10,4,7,45,129,3,6,8,11,L
Bobby Green,0,110,194,56%,134,220,1,5,20%,0,1,197,48,116,43,56,19,22,55,128,37,42,18,24,W
Mirsad Bektic,1,12,33,36%,12,34,0,0,---,0,0,4,7,24,1,4,4,5,9,29,0,0,3,4,W
Godofredo Pepey,0,5,17,29%,5,17,0,0,---,0,0,0,2,12,2,4,1,1,4,16,1,1,0,0,L
Katlyn Cerminara,0,68,252,26%,71,257,0,1,0%,1,0,0,37,212,22,31,9,9,63,247,5,5,0,0,W
Mara Romero Borella,0,79,211,37%,80,214,1,3,33%,0,0,35,46,170,3,6,30,35,78,210,1,1,0,0,L
Randa Markos,0,46,65,70%,114,149,2,7,28%,0,1,552,11,25,10,11,25,29,4,14,29,33,13,18,W
Juliana Lima,0,18,37,48%,34,56,1,2,50%,0,0,190,5,11,5,11,8,15,6,23,12,14,0,0,L
Justine Kish,0,96,203,47%,96,203,0,0,---,0,0,0,43,132,22,31,31,40,93,197,3,6,0,0,L
Ji Yeon Kim,0,68,215,31%,68,216,0,0,---,0,0,0,60,201,5,11,3,3,66,210,2,5,0,0,W
Vinc Pichel,0,60,186,32%,62,188,1,4,25%,0,0,49,24,135,15,21,21,30,50,174,10,12,0,0,W
Joaquim Silva,0,45,100,45%,54,109,0,0,---,0,0,0,30,79,10,15,5,6,44,97,1,3,0,0,L
Niko Price,0,24,47,51%,35,67,2,5,40%,3,1,178,13,34,7,9,4,4,11,27,7,13,6,7,W
George Sullivan,0,21,61,34%,42,88,1,6,16%,0,0,184,15,53,3,4,3,4,7,37,4,5,10,19,L
Austin Arnett,0,32,90,35%,35,95,1,1,100%,0,0,68,29,84,3,6,0,0,31,84,1,6,0,0,L
Cory Sandhagen,1,80,147,54%,108,179,1,1,100%,0,1,115,47,104,23,32,10,11,45,90,20,33,15,24,W
Stipe Miocic,0,70,95,73%,200,244,6,14,42%,0,0,905,45,67,9,11,16,17,37,52,5,6,28,37,W
Francis Ngannou,0,21,113,18%,33,126,0,1,0%,1,0,2,17,106,4,7,0,0,19,105,2,8,0,0,L
Daniel Cormier,0,32,61,52%,84,113,2,3,66%,1,0,103,30,59,1,1,1,1,24,46,3,8,5,7,W
Volkan Oezdemir,0,38,82,46%,42,86,0,0,---,0,0,7,23,63,11,15,4,4,33,70,5,12,0,0,L
Calvin Kattar,1,85,194,43%,86,195,0,1,0%,0,0,13,73,174,5,10,7,10,79,182,1,2,5,10,W
Shane Burgos,0,89,186,47%,91,188,0,0,---,0,0,0,46,126,25,38,18,22,86,182,3,4,0,0,L
Gian Villante,0,74,209,35%,74,209,0,0,---,0,0,0,57,184,11,17,6,8,74,208,0,1,0,0,W
Francimar Barroso,0,74,128,57%,74,128,0,0,---,0,0,0,38,86,18,24,18,18,74,127,0,1,0,0,L
Thomas Almeida,0,24,90,26%,24,92,0,0,---,0,0,4,11,66,2,8,11,16,24,89,0,1,0,0,L
Rob Font,2,41,132,31%,48,139,1,3,33%,0,0,62,35,120,4,9,2,3,26,111,11,15,4,6,W
Kyle Bochniak,0,33,132,25%,35,134,3,15,20%,0,0,230,29,117,4,15,0,0,26,118,7,14,0,0,W
Brandon Davis,0,38,112,33%,59,133,1,1,100%,0,0,8,19,87,7,11,12,14,35,106,3,6,0,0,L
Sabah Homasi,0,8,25,32%,9,26,1,2,50%,0,0,64,3,19,5,6,0,0,4,20,4,5,0,0,L
Abdul Razak Alhassan,1,13,33,39%,20,42,0,0,---,0,0,2,11,29,0,1,2,3,11,28,2,5,0,0,W
Dustin Ortiz,0,36,80,45%,92,147,7,12,58%,0,2,290,19,59,8,10,9,11,21,60,6,8,9,12,W
Alexandre Pantoja,0,19,49,38%,49,79,1,1,100%,2,2,438,13,41,4,5,2,3,15,44,1,2,3,3,L
Dan Ige,0,35,113,30%,36,116,1,13,7%,0,0,76,15,78,6,17,14,18,33,102,2,11,0,0,L
Julio Arce,0,72,201,35%,87,216,0,0,---,0,0,44,60,184,11,16,1,1,61,184,8,14,3,3,W
Matt Bessette,0,43,146,29%,55,158,0,0,---,0,0,0,27,113,15,31,1,2,41,143,2,3,0,0,L
Enrique Barzola,0,55,122,45%,73,143,5,10,50%,0,0,274,25,83,13,17,17,22,43,98,0,0,12,24,W
Islam Makhachev,1,3,6,50%,3,6,0,0,---,0,0,1,2,5,1,1,0,0,2,4,0,0,1,2,W
Gleison Tibau,0,2,4,50%,2,4,0,0,---,0,0,0,1,2,0,1,1,1,2,4,0,0,0,0,L
Jeremy Stephens,1,49,133,36%,49,133,0,0,---,0,0,11,32,111,6,6,11,16,42,124,3,3,4,6,W
Dooho Choi,0,44,79,55%,45,80,0,0,---,0,0,4,24,51,3,7,17,21,42,76,2,3,0,0,L
Paige VanZant,0,54,118,45%,96,162,0,2,0%,0,1,153,29,75,18,32,7,11,40,100,2,3,12,15,L
Jessica-Rose Clark,0,55,98,56%,78,122,2,3,66%,1,1,337,36,71,12,19,7,8,32,67,7,11,16,20,W
Kamaru Usman,0,50,66,75%,112,132,8,19,42%,0,0,771,29,44,9,10,12,12,8,15,8,8,34,43,W
Emil Meek,0,30,67,44%,86,131,0,0,---,2,0,2,20,54,7,10,3,3,17,48,4,4,9,15,L
Darren Elkins,0,18,64,28%,54,108,1,4,25%,1,0,121,13,57,5,7,0,0,17,60,0,2,1,2,W
Michael Johnson,0,45,98,45%,46,99,0,0,---,0,0,0,29,74,9,13,7,11,45,97,0,1,0,0,L
James Krause,0,35,67,52%,56,93,3,11,27%,2,1,609,30,60,3,4,2,3,18,43,1,2,16,22,W
Alex White,0,56,127,44%,97,175,1,1,100%,0,0,53,42,109,14,17,0,1,29,91,12,15,15,21,L
Matt Frevola,0,9,30,30%,9,30,0,0,---,0,0,0,5,26,4,4,0,0,8,29,1,1,0,0,L
Marco Polo Reyes,2,18,39,46%,19,40,0,0,---,0,0,0,17,38,1,1,0,0,17,36,0,2,1,1,W
Talita Bernardo,0,46,87,52%,74,119,1,11,9%,0,1,357,31,69,3,4,12,14,36,72,2,3,8,12,L
Irene Aldana,0,70,171,40%,148,258,1,2,50%,0,3,86,57,153,10,13,3,5,46,140,3,5,21,26,W
Kyung Ho Kang,0,3,11,27%,28,36,1,2,50%,1,0,38,3,9,0,2,0,0,1,8,1,1,1,2,W
Guido Cannetti,0,19,39,48%,22,42,1,2,50%,0,0,87,12,29,4,7,3,3,9,29,5,5,5,5,L
Kalindra Faria,0,38,70,54%,52,91,1,2,50%,1,0,63,28,58,6,8,4,4,18,48,7,8,13,14,L
Jessica Eye,0,25,49,51%,53,86,3,4,75%,6,0,384,20,42,2,4,3,3,15,35,3,3,7,11,W
Danielle Taylor,0,38,136,27%,64,163,0,1,0%,0,0,0,21,107,8,17,9,12,35,129,2,6,1,1,L
JJ Aldrich,0,54,150,36%,67,164,1,5,20%,0,0,112,47,137,5,10,2,3,48,142,6,7,0,1,W
Mads Burnell,0,20,34,58%,110,169,3,7,42%,1,1,553,20,34,0,0,0,0,5,15,1,1,14,18,W
Mike Santiago,0,51,79,64%,95,127,3,3,100%,2,1,271,34,56,11,14,6,9,13,29,22,28,16,22,L
Cristiane Justino,0,118,223,52%,131,237,0,0,---,0,0,44,70,164,29,37,19,22,101,205,17,18,0,0,W
Holly Holm,0,44,227,19%,48,232,0,0,---,0,0,204,33,203,8,14,3,10,43,225,1,2,0,0,L
Khabib Nurmagomedov,0,89,177,50%,154,246,4,13,30%,0,0,632,77,162,8,11,4,4,32,96,2,3,55,78,W
Edson Barboza,0,25,76,32%,25,77,0,0,---,0,0,0,6,47,11,19,8,10,23,74,2,2,0,0,L
Dan Hooker,0,17,40,42%,24,48,2,3,66%,1,0,192,3,16,3,10,11,14,17,40,0,0,0,0,W
Marc Diakiese,0,24,69,34%,41,87,0,5,0%,0,1,23,9,34,4,9,11,26,23,68,1,1,0,0,L
Cynthia Calvillo,0,38,112,33%,57,131,1,3,33%,0,0,263,35,106,3,4,0,2,23,95,4,4,11,13,L
Carla Esparza,0,48,138,34%,62,153,2,9,22%,1,1,21,27,114,3,5,18,19,41,125,3,7,4,6,W
Carlos Condit,0,37,112,33%,64,140,0,0,---,0,0,44,10,69,10,21,17,22,32,103,5,9,0,0,L
Neil Magny,0,32,114,28%,64,150,6,9,66%,0,0,309,14,83,13,21,5,10,24,102,6,9,2,3,W
Khalil Rountree Jr.,0,52,180,28%,67,198,0,0,---,1,0,0,37,153,12,21,3,6,44,171,8,9,0,0,NC
Michal Oleksiejczuk,0,76,130,58%,113,171,2,3,66%,0,0,0,40,89,29,33,7,8,67,120,3,4,6,6,NC
Khalil Rountree Jr.,0,52,180,28%,67,198,0,0,---,1,0,0,37,153,12,21,3,6,44,171,8,9,0,0,NC
Michal Oleksiejczuk,0,76,130,58%,113,171,2,3,66%,0,0,0,40,89,29,33,7,8,67,120,3,4,6,6,NC
Myles Jury,0,41,83,49%,56,100,2,3,66%,0,1,285,27,56,14,24,0,3,29,67,7,8,5,8,W
Ricky Glenn,0,14,83,16%,29,102,0,4,0%,0,0,127,6,53,4,21,4,9,10,76,2,5,2,2,L
Marvin Vettori,0,66,161,40%,85,181,0,1,0%,2,0,124,56,149,8,10,2,2,55,139,7,15,4,7,D
Omari Akhmedov,0,51,174,29%,55,178,0,2,0%,0,0,92,39,152,6,11,6,11,50,171,1,3,0,0,D
Marvin Vettori,0,66,161,40%,85,181,0,1,0%,2,0,124,56,149,8,10,2,2,55,139,7,15,4,7,D
Omari Akhmedov,0,51,174,29%,55,178,0,2,0%,0,0,92,39,152,6,11,6,11,50,171,1,3,0,0,D
Louis Smolka,0,49,159,30%,53,163,0,1,0%,0,0,1,20,116,23,36,6,7,49,159,0,0,0,0,L
Matheus Nicolau,3,87,172,50%,107,196,3,4,75%,2,0,259,47,114,38,56,2,2,72,150,0,0,15,22,W
Tim Elliott,0,12,24,50%,54,75,1,1,100%,2,2,334,10,18,1,2,1,4,1,6,0,0,11,18,W
Mark De La Rosa,0,2,4,50%,4,6,0,0,---,0,0,31,0,2,2,2,0,0,1,3,0,0,1,1,L
Robbie Lawler,0,86,212,40%,137,267,0,0,---,0,0,264,53,171,32,40,1,1,48,159,38,53,0,0,L
Rafael Dos Anjos,0,172,291,59%,219,343,2,7,28%,0,0,473,100,199,48,64,24,28,104,203,58,78,10,10,W
Ricardo Lamas,0,17,37,45%,17,37,0,0,---,0,0,0,3,18,4,5,10,14,17,37,0,0,0,0,L
Josh Emmett,1,10,38,26%,10,38,0,0,---,0,0,0,6,32,1,2,3,4,10,38,0,0,0,0,W
Santiago Ponzinibbio,1,78,200,39%,81,203,3,3,100%,0,0,118,56,177,8,8,14,15,67,188,1,1,10,11,W
Mike Perry,0,51,136,37%,51,136,1,1,100%,0,0,29,34,112,12,18,5,6,51,135,0,1,0,0,L
Glover Teixeira,0,13,21,61%,13,22,1,1,100%,1,0,44,12,19,1,2,0,0,2,10,0,0,11,11,W
Misha Cirkunov,0,21,43,48%,23,46,0,0,---,0,0,11,15,36,4,5,2,2,14,34,7,9,0,0,L
Jared Cannonier,0,26,87,29%,41,103,0,0,---,0,0,22,17,68,1,8,8,11,23,79,0,2,3,6,L
Jan Blachowicz,1,50,127,39%,65,143,4,5,80%,0,0,170,35,108,6,9,9,10,47,120,0,1,3,6,W
Julian Marquez,0,32,64,50%,37,69,0,3,0%,3,0,52,29,60,3,4,0,0,8,30,17,24,7,10,W
Darren Stewart,0,33,58,56%,37,66,4,6,66%,0,0,205,28,53,3,3,2,2,16,34,17,23,0,1,L
Chad Laprise,0,20,39,51%,42,66,1,1,100%,0,0,142,20,38,0,0,0,1,0,5,0,0,20,34,W
Galore Bofando,1,13,26,50%,13,26,0,0,---,0,0,0,13,26,0,0,0,0,3,7,0,0,10,19,L
Nordine Taleb,1,5,5,100%,5,5,0,0,---,0,0,0,3,3,1,1,1,1,4,4,0,0,1,1,W
Danny Roberts,0,1,4,25%,1,4,0,0,---,0,0,0,0,1,0,0,1,3,1,4,0,0,0,0,L
John Makdessi,1,47,104,45%,57,119,0,0,---,0,0,0,17,53,13,24,17,27,47,102,0,2,0,0,W
Abel Trujillo,0,29,91,31%,30,93,1,6,16%,0,0,97,23,82,3,6,3,3,28,88,1,3,0,0,L
Alessio Di Chirico,1,6,37,16%,6,37,1,1,100%,0,0,2,4,30,1,4,1,3,3,32,3,5,0,0,W
Oluwale Bamgbose,0,10,17,58%,10,19,0,1,0%,0,0,0,5,11,1,2,4,4,9,16,1,1,0,0,L
Jordan Mein,0,51,127,40%,97,183,3,4,75%,1,0,472,44,116,3,6,4,5,21,62,7,12,23,53,W
Erick Silva,0,13,48,27%,16,51,0,3,0%,0,0,40,5,38,4,6,4,4,12,47,1,1,0,0,L
Cub Swanson,0,60,97,61%,60,97,0,0,---,0,0,14,24,57,20,22,16,18,56,92,4,5,0,0,L
Brian Ortega,0,24,70,34%,24,70,0,1,0%,2,0,30,12,56,9,11,3,3,20,66,4,4,0,0,W
Jason Knight,0,36,181,19%,37,182,1,9,11%,0,0,64,22,160,10,15,4,6,33,175,3,6,0,0,L
Gabriel Benitez,0,85,192,44%,91,199,0,0,---,0,0,77,61,163,14,18,10,11,81,185,0,0,4,7,W
Marlon Moraes,2,7,14,50%,10,17,0,0,---,0,0,13,6,13,1,1,0,0,5,12,0,0,2,2,W
Aljamain Sterling,0,3,10,30%,3,10,0,0,---,0,0,0,1,7,1,1,1,2,3,8,0,0,0,2,L
Scott Holtzman,0,49,82,59%,173,212,7,11,63%,0,0,589,28,60,20,21,1,1,12,37,13,15,24,30,W
Darrell Horcher,0,36,63,57%,60,87,1,1,100%,0,0,100,28,54,5,6,3,3,13,32,15,21,8,10,L
Eryk Anders,0,79,141,56%,104,171,2,4,50%,0,0,472,62,117,16,22,1,2,26,57,24,39,29,45,W
Markus Perez,0,30,60,50%,41,72,2,5,40%,1,0,49,12,39,14,17,4,4,15,39,11,14,4,7,L
Albert Morales,0,78,198,39%,109,252,0,1,0%,0,0,182,45,154,14,21,19,23,73,186,5,12,0,0,L
Benito Lopez,1,78,187,41%,79,188,0,0,---,1,0,53,55,144,15,31,8,12,74,180,4,7,0,0,W
Alexis Davis,0,23,63,36%,132,182,1,3,33%,2,1,350,10,44,6,10,7,9,7,39,9,15,7,9,W
Liz Carmouche,0,49,71,69%,191,215,4,4,100%,0,0,393,29,46,13,15,7,10,20,40,12,13,17,18,L
Luke Sanders,0,23,67,34%,37,82,0,1,0%,0,0,109,19,61,4,6,0,0,21,61,2,6,0,0,L
Andre Soukhamthath,1,20,49,40%,23,52,0,0,---,0,0,0,16,44,3,4,1,1,10,37,3,3,7,9,W
Carls John De Tomas,0,8,28,28%,9,29,0,2,0%,0,0,55,7,27,0,0,1,1,7,27,1,1,0,0,L
Alex Perez,0,24,40,60%,42,62,2,4,50%,3,0,218,13,25,5,8,6,7,9,21,7,8,8,11,W
Frankie Saenz,0,58,106,54%,66,115,0,3,0%,0,0,19,22,63,31,37,5,6,22,59,34,45,2,2,W
Merab Dvalishvili,0,47,118,39%,104,180,11,23,47%,0,0,466,34,98,10,16,3,4,24,84,21,32,2,2,L
Alejandro Perez,0,35,97,36%,38,100,0,3,0%,0,0,55,16,72,4,4,15,21,29,90,6,7,0,0,W
Iuri Alcantara,0,38,99,38%,39,100,0,3,0%,0,0,9,9,63,15,21,14,15,38,98,0,1,0,0,L
Chris Gruetzemacher,0,46,97,47%,57,110,0,0,---,0,0,15,25,69,10,14,11,14,39,89,4,4,3,4,L
Davi Ramos,0,55,124,44%,65,136,5,9,55%,1,0,233,49,117,4,5,2,2,44,105,9,13,2,6,W
Antonio Braga Neto,0,18,73,24%,26,86,2,5,40%,0,0,194,10,60,5,8,3,5,16,71,0,0,2,2,L
Trevin Giles,1,70,113,61%,77,120,0,0,---,0,0,24,62,104,6,7,2,2,68,111,2,2,0,0,W
Max Holloway,0,174,397,43%,181,406,0,0,---,0,0,47,135,349,36,45,3,3,144,356,16,18,14,23,W
Jose Aldo,0,87,163,53%,89,165,0,1,0%,0,0,2,65,133,13,21,9,9,84,159,3,4,0,0,L
Alistair Overeem,0,1,4,25%,1,4,0,1,0%,0,0,0,1,4,0,0,0,0,1,4,0,0,0,0,L
Francis Ngannou,1,6,14,42%,11,20,0,0,---,0,0,63,4,12,0,0,2,2,2,10,3,3,1,1,W
Henry Cejudo,0,36,83,43%,85,148,3,5,60%,0,0,575,18,61,10,13,8,9,16,56,3,3,17,24,W
Sergio Pettis,0,25,98,25%,38,112,0,1,0%,0,0,0,19,91,3,4,3,3,23,93,1,1,1,4,L
Eddie Alvarez,1,155,356,43%,162,366,1,2,50%,0,0,20,113,299,36,49,6,8,128,325,24,28,3,3,W
Justin Gaethje,0,122,237,51%,124,240,0,1,0%,0,0,6,69,180,16,17,37,40,106,218,15,16,1,3,L
Tecia Pennington,0,95,173,54%,154,238,1,2,50%,0,0,237,72,143,21,28,2,2,55,124,23,31,17,18,W
Michelle Waterson-Gomez,0,56,138,40%,66,148,2,3,66%,0,1,270,29,106,25,28,2,4,34,111,19,23,3,4,L
Charles Oliveira,0,6,13,46%,12,20,2,3,66%,2,1,172,3,8,0,1,3,4,3,5,1,2,2,6,L
Paul Felder,0,31,46,67%,37,52,0,0,---,0,0,291,26,40,4,5,1,1,1,4,4,4,26,38,W
Alex Oliveira,2,93,161,57%,96,164,2,5,40%,0,0,185,61,117,29,41,3,3,69,127,23,31,1,3,L
Yancy Medeiros,2,75,151,49%,78,155,1,1,100%,0,1,67,56,127,13,17,6,7,51,119,13,19,11,13,W
David Teymur,0,52,137,37%,71,164,1,3,33%,0,0,49,16,81,14,31,22,25,47,132,4,4,1,1,W
Drakkar Klose,0,39,100,39%,55,118,2,7,28%,0,0,16,22,82,15,15,2,3,32,88,6,11,1,1,L
Felice Herrig,0,76,262,29%,82,268,1,2,50%,0,0,95,47,219,11,16,18,27,75,260,1,1,0,1,W
Cortney Casey,0,91,233,39%,92,234,0,0,---,0,1,7,68,208,3,4,20,21,90,229,1,3,0,1,L
Amanda Cooper,0,40,60,66%,131,184,1,3,33%,1,0,480,34,54,6,6,0,0,4,19,2,3,34,38,W
Angela Magana,0,12,31,38%,17,38,0,1,0%,0,0,0,3,19,6,8,3,4,10,29,1,1,1,1,L
Sabah Homasi,0,39,60,65%,41,62,0,2,0%,0,0,11,23,42,12,14,4,4,16,33,18,22,5,5,L
Abdul Razak Alhassan,1,27,61,44%,34,70,1,3,33%,0,0,137,22,55,2,2,3,4,18,48,9,13,0,0,W
Jeremy Kimball,0,4,6,66%,4,6,1,4,25%,0,0,60,4,6,0,0,0,0,2,4,1,1,1,1,L
Dominick Reyes,0,16,28,57%,27,42,1,1,100%,1,0,127,13,25,2,2,1,1,3,5,0,0,13,23,W
Justin Willis,1,22,44,50%,25,47,0,0,---,0,0,2,21,43,1,1,0,0,14,25,6,17,2,2,W
Allen Crowder,0,15,38,39%,17,41,0,0,---,0,0,0,6,29,1,1,8,8,13,31,2,7,0,0,L
Nicco Montano,0,186,456,40%,242,524,3,6,50%,1,1,371,138,397,13,23,35,36,161,422,10,18,15,16,W
Roxanne Modafferi,0,132,403,32%,154,433,2,9,22%,1,0,185,112,373,12,21,8,9,123,391,7,10,2,2,L
Sean O'Malley,0,141,252,55%,142,255,3,6,50%,0,0,27,119,224,20,26,2,2,131,241,6,7,4,4,W
Terrion Ware,0,88,288,30%,96,296,0,2,0%,0,0,69,59,241,17,27,12,20,83,271,5,17,0,0,L
Barb Honchak,0,71,236,30%,75,241,0,0,---,2,0,21,55,216,3,5,13,15,71,236,0,0,0,0,L
Lauren Murphy,0,59,197,29%,77,222,2,2,100%,0,0,208,49,184,2,4,8,9,59,197,0,0,0,0,W
Eric Spicely,0,17,31,54%,59,81,1,5,20%,1,0,220,15,28,2,3,0,0,11,24,1,1,5,6,L
Gerald Meerschaert,1,36,85,42%,45,95,0,0,---,0,1,22,30,77,6,8,0,0,33,82,1,1,2,2,W
DeAnna Bennett,0,47,81,58%,82,117,0,11,0%,1,0,590,25,54,16,21,6,6,27,57,19,23,1,1,D
Melinda Fabian,1,49,117,41%,102,175,0,0,---,0,0,24,34,98,12,16,3,3,32,91,17,24,0,2,D
DeAnna Bennett,0,47,81,58%,82,117,0,11,0%,1,0,590,25,54,16,21,6,6,27,57,19,23,1,1,D
Melinda Fabian,1,49,117,41%,102,175,0,0,---,0,0,24,34,98,12,16,3,3,32,91,17,24,0,2,D
Joe Soto,0,0,0,---,0,0,0,1,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L
Brett Johns,0,1,9,11%,1,9,0,0,---,1,0,0,1,9,0,0,0,0,1,9,0,0,0,0,W
Christina Marks,0,10,17,58%,17,24,1,1,100%,0,0,41,6,13,2,2,2,2,7,12,3,4,0,1,L
Montana De La Rosa,0,6,17,35%,8,19,0,0,---,1,0,25,3,13,2,3,1,1,3,10,3,7,0,0,W
Andrew Sanchez,2,96,183,52%,113,200,3,7,42%,0,0,127,90,173,6,10,0,0,80,160,9,14,7,9,L
Ryan Janes,0,159,267,59%,200,312,0,0,---,0,0,14,121,226,32,35,6,6,131,232,28,35,0,0,W
Karine Gevorgyan,0,2,10,20%,2,10,0,2,0%,0,0,22,2,10,0,0,0,0,2,10,0,0,0,0,L
Rachael Ostovich,0,3,13,23%,5,15,1,1,100%,1,0,36,1,10,0,0,2,3,3,13,0,0,0,0,W
Ariel Beck,0,35,102,34%,35,102,0,0,---,0,0,9,8,52,16,37,11,13,34,100,1,2,0,0,L
Shana Dobson,1,34,95,35%,36,97,0,0,---,0,0,0,19,70,9,16,6,9,31,92,3,3,0,0,W
Gillian Robertson,0,2,6,33%,4,8,1,1,100%,1,0,49,2,6,0,0,0,0,2,6,0,0,0,0,W
Emily Whitmire,0,9,15,60%,13,20,0,0,---,0,1,33,7,13,0,0,2,2,6,12,2,2,1,1,L
Michael Bisping,0,7,24,29%,7,24,0,0,---,0,0,0,5,22,1,1,1,1,7,24,0,0,0,0,L
Kelvin Gastelum,1,14,27,51%,14,27,0,0,---,0,0,7,7,19,5,6,2,2,9,20,1,1,4,6,W
Li Jingliang,1,26,50,52%,27,51,0,0,---,0,0,13,15,38,1,1,10,11,17,37,0,0,9,13,W
Zak Ottow,0,5,17,29%,5,17,0,0,---,0,0,0,2,12,0,2,3,3,5,17,0,0,0,0,L
Wang Guan,1,71,164,43%,75,169,0,3,0%,0,0,24,30,106,11,20,30,38,61,149,2,3,8,12,W
Alex Caceres,0,49,123,39%,49,124,0,0,---,0,0,22,22,91,21,24,6,8,43,115,6,8,0,0,L
Muslim Salikhov,0,10,27,37%,10,27,0,0,---,0,0,0,4,16,3,8,3,3,10,27,0,0,0,0,L
Alex Garcia,0,6,24,25%,21,39,3,7,42%,1,0,188,6,24,0,0,0,0,4,20,0,1,2,3,W
Zabit Magomedsharipov,0,34,70,48%,60,101,11,15,73%,1,1,592,28,57,1,6,5,7,14,37,0,0,20,33,W
Sheymon Moraes,0,18,31,58%,23,38,0,0,---,0,0,8,7,17,7,9,4,5,17,30,0,0,1,1,L
Song Kenan,1,14,14,100%,15,15,0,0,---,0,0,6,13,13,1,1,0,0,2,2,0,0,12,12,W
Bobby Nash,0,1,3,33%,1,3,0,0,---,0,0,0,0,2,1,1,0,0,1,3,0,0,0,0,L
Kailin Curran,0,52,134,38%,139,233,2,6,33%,0,0,463,33,110,12,16,7,8,34,106,13,17,5,11,L
Yan Xiaonan,0,96,211,45%,106,222,0,0,---,0,0,3,80,191,5,7,11,13,76,183,18,24,2,4,W
Song Yadong,1,8,29,27%,9,30,0,0,---,1,0,8,6,23,1,3,1,3,7,27,0,0,1,2,W
Bharat Kandare,0,3,30,10%,3,30,0,1,0%,0,0,0,1,22,0,0,2,8,3,30,0,0,0,0,L
Chase Sherman,0,5,13,38%,5,13,0,0,---,0,0,0,4,12,0,0,1,1,5,13,0,0,0,0,L
Shamil Abdurakhimov,1,6,10,60%,6,10,0,0,---,0,0,1,5,8,1,2,0,0,6,10,0,0,0,0,W
Wu Yanan,0,22,51,43%,41,72,1,2,50%,0,0,238,7,30,12,15,3,6,9,34,12,16,1,1,L
Gina Mazany,0,38,65,58%,202,255,5,7,71%,0,0,492,23,46,11,14,4,5,13,33,17,23,8,9,W
Wulijiburen,0,17,60,28%,37,81,4,11,36%,0,0,203,11,51,3,6,3,3,14,56,3,4,0,0,L
Rolando Dy,1,26,99,26%,35,109,0,1,0%,0,1,119,11,71,10,19,5,9,16,86,5,6,5,7,W
Cyril Asker,0,20,35,57%,91,119,4,4,100%,1,0,370,19,33,1,2,0,0,3,17,1,2,16,16,W
Hu Yaozong,0,8,18,44%,11,22,0,0,---,1,0,14,6,15,0,0,2,3,5,14,1,2,2,2,L
Fabricio Werdum,0,155,265,58%,179,290,1,7,14%,0,0,241,104,209,32,35,19,21,137,239,15,23,3,3,W
Marcin Tybura,0,127,257,49%,137,269,1,1,100%,0,0,24,83,202,13,20,31,35,118,242,8,14,1,1,L
Bec Rawlings,0,65,145,44%,81,162,2,3,66%,1,0,142,58,130,7,14,0,1,59,139,3,3,3,3,L
Jessica-Rose Clark,0,101,174,58%,108,181,2,3,66%,1,1,319,61,126,16,22,24,26,86,158,8,9,7,7,W
Tim Means,0,91,234,38%,93,236,0,1,0%,0,0,0,49,178,29,42,13,14,90,232,1,2,0,0,L
